"REF_DATE","GEO","DGUID","Hours worked","Job","Type of work","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2001-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2001-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2002-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2002-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2002-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2002-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2002-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2002-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2002-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"2002-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"2002-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2002-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2002-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2002-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2003-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2003-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2003-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2003-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2003-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2003-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2003-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.0","","","","1"
"2003-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"2003-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2003-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2003-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2003-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2004-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2004-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2004-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2004-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2004-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2004-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"2004-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"2004-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"2004-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2004-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2004-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2004-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2005-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2005-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2005-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2005-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2005-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2005-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"2005-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"2005-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.4","","","","1"
"2005-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2005-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2005-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2005-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2006-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2006-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2006-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2006-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2006-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"2006-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"2006-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"2006-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.4","","","","1"
"2006-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2006-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2006-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2006-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2007-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2007-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2007-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2007-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2007-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2007-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"2007-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"2007-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"2007-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2007-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2007-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2007-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2008-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2008-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2008-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2008-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2008-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2008-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2008-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.0","","","","1"
"2008-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"2008-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2008-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2008-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2008-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2009-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2009-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2009-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2009-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2009-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2009-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2009-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2009-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2009-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2009-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2009-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2009-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2010-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2010-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2010-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2010-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2010-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2010-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2010-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2010-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2010-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"2010-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2010-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2010-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2011-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.4","","","","1"
"2011-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.3","","","","1"
"2011-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2011-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2011-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2011-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2011-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2011-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2011-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2011-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2011-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2011-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2012-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2012-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2012-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2012-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2012-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2012-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2012-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2012-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2012-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2012-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2012-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2012-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2013-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2013-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2013-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2013-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2013-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2013-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2013-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2013-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2013-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2013-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2013-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2013-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2014-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2014-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.5","","","","1"
"2014-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.6","","","","1"
"2014-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.7","","","","1"
"2014-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.8","","","","1"
"2014-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2014-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2014-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2014-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"2014-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
