"REF_DATE","GEO","DGUID","Hours worked","Job","Type of work","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1988-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.9","","","","1"
"1988-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.6","","","","1"
"1988-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"1988-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.0","","","","1"
"1989-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1989-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1989-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.9","","","","1"
"1989-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"1989-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.9","","","","1"
"1989-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.0","","","","1"
"1989-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.7","","","","1"
"1989-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.9","","","","1"
"1989-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.0","","","","1"
"1989-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"1989-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"1989-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.9","","","","1"
"1990-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1990-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1990-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.9","","","","1"
"1990-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"1990-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.7","","","","1"
"1990-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.9","","","","1"
"1990-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.6","","","","1"
"1990-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.7","","","","1"
"1990-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.9","","","","1"
"1990-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"1990-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.9","","","","1"
"1990-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"1991-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1991-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"1991-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1991-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"1991-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"1991-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"1991-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.1","","","","1"
"1991-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.2","","","","1"
"1991-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.4","","","","1"
"1991-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"1991-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1991-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1992-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"1992-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"1992-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1992-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"1992-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"1992-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"1992-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.9","","","","1"
"1992-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.0","","","","1"
"1992-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.4","","","","1"
"1992-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"1992-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1992-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1993-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"1993-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"1993-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"1993-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"1993-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"1993-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"1993-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.8","","","","1"
"1993-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.0","","","","1"
"1993-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.4","","","","1"
"1993-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"1993-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"1993-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1994-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"1994-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"1994-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"1994-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1994-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"1994-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"1994-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.1","","","","1"
"1994-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.2","","","","1"
"1994-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.6","","","","1"
"1994-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"1994-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"1994-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1995-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1995-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1995-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"1995-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.9","","","","1"
"1995-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"1995-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"1995-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.0","","","","1"
"1995-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.1","","","","1"
"1995-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"1995-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"1995-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1995-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1996-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"1996-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"1996-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"1996-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"1996-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"1996-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"1996-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.0","","","","1"
"1996-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","38.2","","","","1"
"1996-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"1996-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.0","","","","1"
"1996-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1996-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"1997-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.0","","","","1"
"1997-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","35.9","","","","1"
"1997-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"1997-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"1997-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1997-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.2","","","","1"
"1997-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.6","","","","1"
"1997-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.6","","","","1"
"1997-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.0","","","","1"
"1997-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"1997-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1997-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"1998-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"1998-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"1998-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"1998-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"1998-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.9","","","","1"
"1998-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"1998-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.4","","","","1"
"1998-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.6","","","","1"
"1998-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.9","","","","1"
"1998-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"1998-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1998-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"1999-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"1999-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"1999-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"1999-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"1999-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.9","","","","1"
"1999-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.1","","","","1"
"1999-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.4","","","","1"
"1999-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.6","","","","1"
"1999-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.0","","","","1"
"1999-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"1999-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"1999-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2000-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2000-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.1","","","","1"
"2000-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2000-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2000-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
"2000-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.0","","","","1"
"2000-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"2000-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"2000-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.9","","","","1"
"2000-10","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2000-11","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.6","","","","1"
"2000-12","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.3","","","","1"
"2001-01","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2001-02","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.2","","","","1"
"2001-03","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.4","","","","1"
"2001-04","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.5","","","","1"
"2001-05","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.7","","","","1"
"2001-06","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.0","","","","1"
"2001-07","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.3","","","","1"
"2001-08","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","37.5","","","","1"
"2001-09","Canada","2016A000011124","Average usual hours","Main job","Both full- and part-time employment","Both sexes","15 years and over","Hours","152","units","0","v3494715","1.2.1.1.1.1","36.8","","","","1"
